806,I TL710-A,Ein musikalisches Erbe,Kriminalgeschichte,Topolino e l'erede musicofilo,Italien,35
807,I TL670-A,Der Kompass des großen Khan,"Zeitreisen,Abenteuer",Topolino e la bussola del Khan,Italien,40
808,I TL 675-AP,Die geheimnisvolle Ziehharmonika,Kriminalgeschichte,Topolino e i ladri d'ombre,Italien,58
809,I CWD57-A,Vorgeschichte,Rahmengeschichte,Prologo a Paperinik il diabolico,Italien,30
810,I TL 706-AP,Jetzt kommt Phantomias!,Superhelden,Paperinik il diabolico vendicatore,Italien,59
811,I TL 743-AP,Phantomias tritt in Aktion,Superhelden,Paperinik alla riscossa,Italien,59
812,I TL827-B,Die Rache des Phantomias,Superhelden,Paperinik e la giustizia ultrasonica,Italien,39
813,I TL 788-AP,Der geheimnisvolle Doppelgänger,Superhelden,Paperinik torna a colpire,Italien,63
814,I CWD57-A,Vorgeschichte,Rahmengeschichte,Prologo a Paperinik il diabolico,Italien,30
815,I TL 706-AP,Die Verwandlung,Superhelden,Paperinik il diabolico vendicatore,Italien,59
816,I TL 743-AP,Phantomias in Aktion,Superhelden,Paperinik alla riscossa,Italien,59
817,I TL827-B,Phantomias übertrifft sich selbst,Superhelden,Paperinik e la giustizia ultrasonica,Italien,39
818,I TL 788-AP,Phantomias schlägt wieder zu,Superhelden,Paperinik torna a colpire,Italien,63
819,I CWD57-A,Vorgeschichte,Rahmengeschichte,Prologo a Paperinik il diabolico,Italien,30
820,I TL 706-AP,Die Verwandlung,Superhelden,Paperinik il diabolico vendicatore,Italien,59
821,I TL 743-AP,Phantomias in Aktion,Superhelden,Paperinik alla riscossa,Italien,59
822,I TL827-B,Phantomias übertrifft sich selbst,Superhelden,Paperinik e la giustizia ultrasonica,Italien,39
823,I TL 788-AP,Phantomias schlägt wieder zu,Superhelden,Paperinik torna a colpire,Italien,63
824,I CWD62-A,Vorgeschichte,Rahmengeschichte,Prologo a Topolino big,Italien,31
825,I TL 734-AP,Die Helios-Bande,Kriminalgeschichte,Topolino e il sole di mezzanotte,Italien,59
826,I TL 768-BP,Das geheimnisvolle Schrumpfspray,"Kriminalgeschichte,Abenteuer",Topolino e il minimizz C.P.F.,Italien,60
827,I TL736-A,Flug ins Ungewisse,Kriminalgeschichte,Topolino e il volo nel mistero,Italien,40
828,I TL 745-AP,Die rätselhafte Perlenkette,Kriminalgeschichte,Topolino e il segreto di Zeta Bi,Italien,60
829,I CWD62-A,Vorgeschichte,Rahmengeschichte,Prologo a Topolino big,Italien,31
830,I TL 734-AP,Micky und die Helios-Bande,Kriminalgeschichte,Topolino e il sole di mezzanotte,Italien,59
831,I TL 768-BP,Das Rätsel der Minimal-Lösung,"Kriminalgeschichte,Abenteuer",Topolino e il minimizz C.P.F.,Italien,60
832,I TL736-A,Der geheimnisvolle Flug,Kriminalgeschichte,Topolino e il volo nel mistero,Italien,40
833,I TL 745-AP,Das große Geheimnis,Kriminalgeschichte,Topolino e il segreto di Zeta Bi,Italien,60
834,I CWD62-A,Vorgeschichte,Rahmengeschichte,Prologo a Topolino big,Italien,31
835,I TL 734-AP,Micky und die Helios-Bande,Kriminalgeschichte,Topolino e il sole di mezzanotte,Italien,59
836,I TL 768-BP,Das Rätsel der Minimal-Lösung,"Kriminalgeschichte,Abenteuer",Topolino e il minimizz C.P.F.,Italien,60
837,I TL736-A,Der geheimnisvolle Flug,Kriminalgeschichte,Topolino e il volo nel mistero,Italien,40
838,I TL 745-AP,Das große Geheimnis,Kriminalgeschichte,Topolino e il segreto di Zeta Bi,Italien,60
839,I CWD64-A,Vorgeschichte,Rahmengeschichte,Prologo a Paperone,Italien,29
840,I TL791-A,Onkel Dagobert und die Modelleisenbahn,"Dagobert in Not,Gagstory",Zio Paperone e il trenino poliziotto,Italien,40
841,I TL798-A,Onkel Dagobert und der Schatz des Pharao,Schatzsuche,Zio Paperone e il tesoro del faraone,Italien,37
842,I TL 800-B,Kampf dem gemeinsamen Gegner,Dagobert in Not,Zio Paperone e l'alleanza posticcia,Italien,40
843,I TL792-A,Ein hartnäckiger Gegner,Wirtschaftskampf,Zio Paperone e le scarpe integrate,Italien,37
844,I TL726-A,Onkel Dagobert und der geheimnisvolle Geppi,"Schatzsuche,Gagstory",Zio Paperone e il misterioso Ghepi,Italien,33
845,I TL670-C,Onkel Dagobert und das Gold der Wüste,Schatzsuche,Zio Paperone e il tempio d'oro,Italien,34
846,I CWD64-A,Vorgeschichte,Rahmengeschichte,Prologo a Paperone,Italien,29
847,I TL791-A,Onkel Dagobert und die Modelleisenbahn,"Dagobert in Not,Gagstory",Zio Paperone e il trenino poliziotto,Italien,40
848,I TL798-A,Onkel Dagobert und der Schatz des Pharao,Schatzsuche,Zio Paperone e il tesoro del faraone,Italien,37
849,I TL 800-B,Kampf dem gemeinsamen Gegner,Dagobert in Not,Zio Paperone e l'alleanza posticcia,Italien,40
850,I TL792-A,Ein hartnäckiger Gegner,Wirtschaftskampf,Zio Paperone e le scarpe integrate,Italien,37
851,I TL726-A,Onkel Dagobert und der geheimnisvolle Geppi,"Schatzsuche,Gagstory",Zio Paperone e il misterioso Ghepi,Italien,33
852,I TL670-C,Onkel Dagobert und das Gold der Wüste,Schatzsuche,Zio Paperone e il tempio d'oro,Italien,34
853,I CWD64-A,Vorgeschichte,Rahmengeschichte,Prologo a Paperone,Italien,29
854,I TL791-A,Volldampf im Geldspeicher,"Dagobert in Not,Gagstory",Zio Paperone e il trenino poliziotto,Italien,40
855,I TL798-A,Der Schatz des Pharaos,Schatzsuche,Zio Paperone e il tesoro del faraone,Italien,37
856,I TL 800-B,Partner in der Not,Dagobert in Not,Zio Paperone e l'alleanza posticcia,Italien,40
857,I TL792-A,Schonungsloser Schuhkampf,Wirtschaftskampf,Zio Paperone e le scarpe integrate,Italien,37
858,I TL726-A,Der geheimnisvolle Geppi,"Schatzsuche,Gagstory",Zio Paperone e il misterioso Ghepi,Italien,33
859,I TL670-C,Das Gold der Wüste,Schatzsuche,Zio Paperone e il tempio d'oro,Italien,34
860,I CWD63-A,Vorgeschichte,Rahmengeschichte,Prologo a Il trionfo di Paperinik,Italien,24
861,I TL821-C,Kampf um die Diamantenmine,Dagobert in Not,Zio Paperone e il giubileo scozzese,Italien,33
862,I TL 822-AP,Phantomias ist wieder da!,Superhelden,Il doppio trionfo di Paperinik,Italien,59
863,I TL809-A,Drei Prüfungen in der Wüste,Dagobert in Not,Zio Paperone e la febbre dell'oro,Italien,37
864,I TL804-A,Die Geldspeicher-Rakete,"Dagobert in Not,Düsentrieb´sche Erfindungen",Zio Paperone e la soluzione orbitale,Italien,37
865,I TL 835-AP,Sieg auf der ganzen Linie,Superhelden,Paperinik e la scuola del krimen,Italien,60
866,I CWD63-A,Vorgeschichte,Rahmengeschichte,Prologo a Il trionfo di Paperinik,Italien,24
867,I TL821-C,Onkel Dagobert schlägt zurück,Dagobert in Not,Zio Paperone e il giubileo scozzese,Italien,33
868,I TL 822-AP,Phantomias ist wieder da!,Superhelden,Il doppio trionfo di Paperinik,Italien,59
869,I TL809-A,Die 3 Prüfungen in der Wüste,Dagobert in Not,Zio Paperone e la febbre dell'oro,Italien,37
870,I TL804-A,Gold im Weltraum,"Dagobert in Not,Düsentrieb´sche Erfindungen",Zio Paperone e la soluzione orbitale,Italien,37
871,I TL 835-AP,Phantomias ist phänomenal,Superhelden,Paperinik e la scuola del krimen,Italien,60
872,I CWD63-A,Vorgeschichte,Rahmengeschichte,Prologo a Il trionfo di Paperinik,Italien,24
873,I TL821-C,Onkel Dagobert schlägt zurück,Dagobert in Not,Zio Paperone e il giubileo scozzese,Italien,33
874,I TL 822-AP,Phantomias ist wieder da!,Superhelden,Il doppio trionfo di Paperinik,Italien,59
875,I TL809-A,Die 3 Prüfungen in der Wüste,Dagobert in Not,Zio Paperone e la febbre dell'oro,Italien,37
876,I TL804-A,Gold im Weltraum,"Dagobert in Not,Düsentrieb´sche Erfindungen",Zio Paperone e la soluzione orbitale,Italien,37
877,I TL 835-AP,Phantomias ist phänomenal,Superhelden,Paperinik e la scuola del krimen,Italien,60
878,I CWD65-A,Vorgeschichte,Rahmengeschichte,Prologo a O.K. Paperino,Italien,30
879,I TL853-C,Goldlilien,"Abenteuer,Schatzsuche",Paperino e le mazze d'oro,Italien,32
880,I TL850-B,Ausgerechnet Bananen,Schatzsuche,Zio Paperone e le banane polifrutto,Italien,28
881,I TL777-A,Auf Suche im Weltraum,Schatzsuche,Zio Paperone e la ricerca spaziale,Italien,28
882,I TL775-A,Der Vogel Greif,Schatzsuche,Zio Paperone e l'avvoltoio grifone,Italien,31
883,I TL795-B,Der Blitzanzieher,"Gagstory,Düsentrieb´sche Erfindungen,Dagobert in Not",Paperino e la macchina acchiappafulmini,Italien,30
884,I TL764-B,Geht Onkel Dagobert ins Netz?,Dagobert in Not,Zio Paperone e lo sciroppo portentoso,Italien,29
885,I TL854-A,Auf den Spuren des Tabus,Schatzsuche,Zio Paperone e il tabù calciatore,Italien,42
886,I CWD65-A,Vorgeschichte,Rahmengeschichte,Prologo a O.K. Paperino,Italien,30
887,I TL853-C,Goldlilien,"Abenteuer,Schatzsuche",Paperino e le mazze d'oro,Italien,32
888,I TL850-B,Ausgerechnet Bananen,Schatzsuche,Zio Paperone e le banane polifrutto,Italien,28
889,I TL777-A,Auf Suche im Weltraum,Schatzsuche,Zio Paperone e la ricerca spaziale,Italien,28
890,I TL775-A,Der Vogel Greif,Schatzsuche,Zio Paperone e l'avvoltoio grifone,Italien,31
891,I TL795-B,Der Blitzanzieher,"Gagstory,Düsentrieb´sche Erfindungen,Dagobert in Not",Paperino e la macchina acchiappafulmini,Italien,30
892,I TL764-B,Geht Onkel Dagobert ins Netz?,Dagobert in Not,Zio Paperone e lo sciroppo portentoso,Italien,29
893,I TL854-A,Auf den Spuren des Tabus,Schatzsuche,Zio Paperone e il tabù calciatore,Italien,42
894,I CWD65-A,Vorgeschichte,Rahmengeschichte,Prologo a O.K. Paperino,Italien,30
895,I TL853-C,Die Goldruten-Farm,"Abenteuer,Schatzsuche",Paperino e le mazze d'oro,Italien,32
896,I TL850-B,Ausgerechnet Bananen!,Schatzsuche,Zio Paperone e le banane polifrutto,Italien,28
897,I TL777-A,Die Weltraum-Kur,Schatzsuche,Zio Paperone e la ricerca spaziale,Italien,28
898,I TL775-A,Die Zauberfeder,Schatzsuche,Zio Paperone e l'avvoltoio grifone,Italien,31
899,I TL795-B,Der Blitzanzieher,"Gagstory,Düsentrieb´sche Erfindungen,Dagobert in Not",Paperino e la macchina acchiappafulmini,Italien,30
900,I TL764-B,Der Zaubertrank,Dagobert in Not,Zio Paperone e lo sciroppo portentoso,Italien,29
901,I TL854-A,Dem Tabu auf der Spur,Schatzsuche,Zio Paperone e il tabù calciatore,Italien,42
902,I CWD66-A,Vorgeschichte,Rahmengeschichte,Prologo a Topolino '76,Italien,32
903,I TL832-A,Der Überfall auf Fort Protz,Kriminalgeschichte,Topolino e l'operazione scambio,Italien,34
904,I TL636-A,Zwei und zwei ist vier,Kriminalgeschichte,Topolino e il problema del due più due,Italien,33
905,I TL796-B,Der Brunnen der Tritonen,Kriminalgeschichte,Topolino e il trittico del tritone,Italien,30
906,I TL864-B,Diebstahl im Geheimarchiv,Kriminalgeschichte,Topolino e l'inafferrabile trafugatore,Italien,32
907,I TL856-B,Der Haushaltsroboter,Kriminalgeschichte,Topolino e i robodomestici,Italien,31
908,I TL 849-AP,Das Geheimnis des hohlen Berges,Kriminalgeschichte,Topolino e i misteri del monte Acchiappanuvole,Italien,58
909,I CWD66-A,Vorgeschichte,Rahmengeschichte,Prologo a Topolino '76,Italien,32
910,I TL832-A,Die Al Kassiber-Bande,Kriminalgeschichte,Topolino e l'operazione scambio,Italien,34
911,I TL636-A,Zwei und zwei ist vier!,Kriminalgeschichte,Topolino e il problema del due più due,Italien,33
912,I TL796-B,Der Brunnen der Tritonen,Kriminalgeschichte,Topolino e il trittico del tritone,Italien,30
913,I TL864-B,Diebstahl im Geheimarchiv,Kriminalgeschichte,Topolino e l'inafferrabile trafugatore,Italien,32
914,I TL856-B,Die Haushalt-Roboter,Kriminalgeschichte,Topolino e i robodomestici,Italien,31
915,I TL 849-AP,Der hohle Berg,Kriminalgeschichte,Topolino e i misteri del monte Acchiappanuvole,Italien,58
916,I CWD66-A,Vorgeschichte,Rahmengeschichte,Prologo a Topolino '76,Italien,32
917,I TL832-A,Die Al Kassiber-Bande,Kriminalgeschichte,Topolino e l'operazione scambio,Italien,34
918,I TL636-A,Zwei und zwei ist vier!,Kriminalgeschichte,Topolino e il problema del due più due,Italien,33
919,I TL796-B,Der Brunnen der Tritonen,Kriminalgeschichte,Topolino e il trittico del tritone,Italien,30
920,I TL864-B,Diebstahl im Geheimarchiv,Kriminalgeschichte,Topolino e l'inafferrabile trafugatore,Italien,32
921,I TL856-B,Die Haushalt-Roboter,Kriminalgeschichte,Topolino e i robodomestici,Italien,31
922,I TL 849-AP,Der hohle Berg,Kriminalgeschichte,Topolino e i misteri del monte Acchiappanuvole,Italien,58
923,I CWD67-A,Vorgeschichte,Rahmengeschichte,Prologo a Tutti paperi!,Italien,38
924,I TL767-B,Ein Aprilscherz mit Folgen,"Gagstory,Kriminalgeschichte",Paperino e l'ostrica d'aprile,Italien,29
925,I TL851-B,Der Mohr von Venedig,Literarische Parodie,Paperino Otello,Italien,39
926,I TL794-B,Das magische Auge,Schatzsuche,Zio Paperone e l'occhio di zampirone,Italien,30
927,I TL884-C,Ein kostenloser Südsee-Urlaub,Gagstory,Zio Paperone e l'infallibile cura dello stress,Italien,37
928,I TL883-B,Ein knallharter Wettkampf,Wirtschaftskampf,Zio Paperone e la battaglia elettorale,Italien,38
929,I TL829-A,Abenteuer im Mexiko,Schatzsuche,Zio Paperone e il tesoro di Montezuma,Italien,39
930,I CWD67-A,Vorgeschichte,Rahmengeschichte,Prologo a Tutti paperi!,Italien,38
931,I TL767-B,Aprilscherz mit Folgen,"Gagstory,Kriminalgeschichte",Paperino e l'ostrica d'aprile,Italien,29
932,I TL851-B,Der Mohr von Venedig,Literarische Parodie,Paperino Otello,Italien,39
933,I TL794-B,Das magische Auge,Schatzsuche,Zio Paperone e l'occhio di zampirone,Italien,30
934,I TL884-C,Die Anti-Streß-Kur,Gagstory,Zio Paperone e l'infallibile cura dello stress,Italien,37
935,I TL883-B,Der Wahlkampf,Wirtschaftskampf,Zio Paperone e la battaglia elettorale,Italien,38
936,I TL829-A,Der Schatz des Montezuma,Schatzsuche,Zio Paperone e il tesoro di Montezuma,Italien,39
937,I CWD67-A,Vorgeschichte,Rahmengeschichte,Prologo a Tutti paperi!,Italien,38
938,I TL767-B,Aprilscherz mit Folgen,"Gagstory,Kriminalgeschichte",Paperino e l'ostrica d'aprile,Italien,29
939,I TL851-B,Der Mohr von Venedig,Literarische Parodie,Paperino Otello,Italien,39
940,I TL794-B,Das magische Auge,Schatzsuche,Zio Paperone e l'occhio di zampirone,Italien,30
941,I TL884-C,Die Anti-Streß-Kur,Gagstory,Zio Paperone e l'infallibile cura dello stress,Italien,37
942,I TL883-B,Der Wahlkampf,Wirtschaftskampf,Zio Paperone e la battaglia elettorale,Italien,38
943,I TL829-A,Der Schatz des Montezuma,Schatzsuche,Zio Paperone e il tesoro di Montezuma,Italien,39
944,I CWD69-A,Vorgeschichte,Rahmengeschichte,Prologo a Topolino super,Italien,38
945,I TL 807-DP,Geheimnisvolle Klänge,Kriminalgeschichte,Topolino e il mistero del solfeggio,Italien,62
946,I TL813-A,Die Copperbande,Kriminalgeschichte,Topolino e la banda dei tre kappa,Italien,41
947,I TL824-C,Der trickreiche Doppelraub,Kriminalgeschichte,Topolino e la rapina duplex,Italien,39
948,I TL838-B,Der verbotene Schatz,"Abenteuer,Schatzsuche,Kriminalgeschichte",Topolino e il tesoro tabù,Italien,32
949,I TL866-A,Der Rote Drache,Kriminalgeschichte,Topolino e il drago rosso,Italien,38
950,I CWD69-A,Vorgeschichte,Rahmengeschichte,Prologo a Topolino super,Italien,38
951,I TL 807-DP,Geheimnisvolle Klänge,Kriminalgeschichte,Topolino e il mistero del solfeggio,Italien,62
952,I TL813-A,Micky und die Kopperbande,Kriminalgeschichte,Topolino e la banda dei tre kappa,Italien,41
953,I TL824-C,Micky und der Doppelraub,Kriminalgeschichte,Topolino e la rapina duplex,Italien,39
954,I TL838-B,Der verbotene Schatz,"Abenteuer,Schatzsuche,Kriminalgeschichte",Topolino e il tesoro tabù,Italien,32
955,I TL866-A,Der rote Drache,Kriminalgeschichte,Topolino e il drago rosso,Italien,38
956,I CWD69-A,Vorgeschichte,Rahmengeschichte,Prologo a Topolino super,Italien,38
957,I TL 807-DP,Geheimnisvolle Klänge,Kriminalgeschichte,Topolino e il mistero del solfeggio,Italien,62
958,I TL813-A,Micky und die Kopperbande,Kriminalgeschichte,Topolino e la banda dei tre kappa,Italien,41
959,I TL824-C,Micky und der Doppelraub,Kriminalgeschichte,Topolino e la rapina duplex,Italien,39
960,I TL838-B,Der verbotene Schatz,"Abenteuer,Schatzsuche,Kriminalgeschichte",Topolino e il tesoro tabù,Italien,32
961,I TL866-A,Der rote Drache,Kriminalgeschichte,Topolino e il drago rosso,Italien,38
962,I CWD70-A,Vorgeschichte,Rahmengeschichte,Prologo a Paperclan,Italien,32
963,I TL854-C,Die Stoppelbande auf Eis,Abenteuer,Paperino e la gelida banda dei 3+1,Italien,37
964,I TL861-C,Das Geheimnis der Meerjungfrau,Schatzsuche,Zio Paperone e il segreto della sirena,Italien,38
965,I TL862-A,Käpt´n Morgans Schatz,Schatzsuche,Paperino e la botte di Diogene,Italien,38
966,I TL863-A,Der Kalif des Halbmonds,Gagstory,Zio Paperone e il califfo della mezzaluna,Italien,31
967,I TL855-A,Die Münze am Mast,"Wirtschaftskampf,Gagstory",Zio Paperone e la moneta del capitano,Italien,36
968,I TL863-C,Der wandelnde Geldspeicher,"Düsentrieb´sche Erfindungen,Dagobert in Not",Zio Paperone e il guaio mobile,Italien,38
969,I CWD70-A,Vorgeschichte,Rahmengeschichte,Prologo a Paperclan,Italien,32
970,I TL854-C,Die eiskalte Stoppelbande,Abenteuer,Paperino e la gelida banda dei 3+1,Italien,37
971,I TL861-C,Das Geheimnis der Meerjungfrau,Schatzsuche,Zio Paperone e il segreto della sirena,Italien,38
972,I TL862-A,Donald und die Tonne des Diogenes,Schatzsuche,Paperino e la botte di Diogene,Italien,38
973,I TL863-A,Der Kalif des Halbmonds,Gagstory,Zio Paperone e il califfo della mezzaluna,Italien,31
974,I TL855-A,Die Münze am Mast,"Wirtschaftskampf,Gagstory",Zio Paperone e la moneta del capitano,Italien,36
975,I TL863-C,Der eingebaute Abwehrmechanismus,"Düsentrieb´sche Erfindungen,Dagobert in Not",Zio Paperone e il guaio mobile,Italien,38
976,I CWD70-A,Vorgeschichte,Rahmengeschichte,Prologo a Paperclan,Italien,32
977,I TL854-C,Die eiskalte Stoppelbande,Abenteuer,Paperino e la gelida banda dei 3+1,Italien,37
978,I TL861-C,Das Geheimnis der Meerjungfrau,Schatzsuche,Zio Paperone e il segreto della sirena,Italien,38
979,I TL862-A,Donald und die Tonne des Diogenes,Schatzsuche,Paperino e la botte di Diogene,Italien,38
980,I TL863-A,Der Kalif des Halbmonds,Gagstory,Zio Paperone e il califfo della mezzaluna,Italien,31
981,I TL855-A,Die Münze am Mast,"Wirtschaftskampf,Gagstory",Zio Paperone e la moneta del capitano,Italien,36
982,I TL863-C,Der eingebaute Abwehrmechanismus,"Düsentrieb´sche Erfindungen,Dagobert in Not",Zio Paperone e il guaio mobile,Italien,38
983,I CWD71-A,Vorgeschichte,Rahmengeschichte,Prologo a Il megapapero,Italien,35
984,I TL872-A,Die Smaragde von Hatschipur,Dagobert in Not,Zio Paperone e gli smeraldi del Ko-Koo Baghur,Italien,38
985,I TL880-A,Auf Sensationssuche,"Wirtschaftskampf,Schatzsuche",Zio Paperone e la notizia boom,Italien,38
986,I TL867-A,Das famose Sauriermoos,"Dagobert in Not,Abenteuer",Zio Paperone e il muschio del Moloch,Italien,37
987,I TL864-A,Die himmelblaue Inkaziege,Schatzsuche,Zio Paperone e la capra degli Incas,Italien,32
988,I TL865-A,Das Gold der Galeone,"Schatzsuche,Gagstory",Zio Paperone e l'oro calamitoso,Italien,36
989,I TL871-A,Das verflixte Elixier,"Dagobert in Not,Gagstory",Zio Paperone e la formula della sfortuna,Italien,33
990,I CWD71-A,Vorgeschichte,Rahmengeschichte,Prologo a Il megapapero,Italien,35
991,I TL872-A,Onkel Dagobert und die Smaragde von Hatschipur,Dagobert in Not,Zio Paperone e gli smeraldi del Ko-Koo Baghur,Italien,38
992,I TL880-A,Onkel Dagobert auf Sensationssuche,"Wirtschaftskampf,Schatzsuche",Zio Paperone e la notizia boom,Italien,38
993,I TL867-A,Onkel Dagobert und das Sauriermoos,"Dagobert in Not,Abenteuer",Zio Paperone e il muschio del Moloch,Italien,37
994,I TL864-A,Onkel Dagobert und die Inkaziege,Schatzsuche,Zio Paperone e la capra degli Incas,Italien,32
995,I TL865-A,Onkel Dagobert und die Physik,"Schatzsuche,Gagstory",Zio Paperone e l'oro calamitoso,Italien,36
996,I TL871-A,Onkel Dagobert und das Zauberelixier,"Dagobert in Not,Gagstory",Zio Paperone e la formula della sfortuna,Italien,33
997,I CWD71-A,Vorgeschichte,Rahmengeschichte,Prologo a Il megapapero,Italien,35
998,I TL872-A,Onkel Dagobert und die Smaragde von Hatschipur,Dagobert in Not,Zio Paperone e gli smeraldi del Ko-Koo Baghur,Italien,38
999,I TL880-A,Onkel Dagobert auf Sensationssuche,"Wirtschaftskampf,Schatzsuche",Zio Paperone e la notizia boom,Italien,38
1000,I TL867-A,Onkel Dagobert und das Sauriermoos,"Dagobert in Not,Abenteuer",Zio Paperone e il muschio del Moloch,Italien,37
1001,I TL864-A,Onkel Dagobert und die Inkaziege,Schatzsuche,Zio Paperone e la capra degli Incas,Italien,32
1002,I TL865-A,Onkel Dagobert und die Physik,"Schatzsuche,Gagstory",Zio Paperone e l'oro calamitoso,Italien,36
1003,I TL871-A,Onkel Dagobert und das Zauberelixier,"Dagobert in Not,Gagstory",Zio Paperone e la formula della sfortuna,Italien,33
1004,I CD 2-A,Vorgeschichte,Rahmengeschichte,,,35
1005,I TL859-C,Die Nichtbesteigung des Mount Everest,Gagstory,Paperino e il losco inghippo della mappa,Italien,31
1006,I TL878-B,Die Goldbaum-Allee,Schatzsuche,Zio Paperone e la via dell'oro,Italien,29
1007,I TL 873-AP,König Drachoberts Dukaten,Mittelalter,Paperino e il tesoro di Papero Magno,Italien,56
1008,I TL879-A,Der vertrackte Vertrag,Gagstory,Paperino e la norma delle regole,Italien,37
1009,I TL873-C,Das Reich unter dem Meer,Science-Fiction,Paperino e l'avventura sottomarina,Italien,32
1010,I TL878-A,Ein Held auf Zeit,"Science-Fiction,Gagstory",Paperino e la macchina dell'eroismo,Italien,30
1011,I CD 2-A,Vorgeschichte,Rahmengeschichte,,,35
1012,I TL859-C,Die Nichtbesteigung des Mount Everest,Gagstory,Paperino e il losco inghippo della mappa,Italien,31
1013,I TL878-B,Der Goldzylinder,Schatzsuche,Zio Paperone e la via dell'oro,Italien,29
1014,I TL 873-AP,Der Schatz König Drachoberts des Großen,Mittelalter,Paperino e il tesoro di Papero Magno,Italien,56
1015,I TL879-A,Der vertrackte Vertrag,Gagstory,Paperino e la norma delle regole,Italien,37
1016,I TL873-C,Unterwasserjagd,Science-Fiction,Paperino e l'avventura sottomarina,Italien,32
1017,I TL878-A,Der Held aus der Maschine,"Science-Fiction,Gagstory",Paperino e la macchina dell'eroismo,Italien,30
1018,I CD 2-A,Vorgeschichte,Rahmengeschichte,,,35
1019,I TL859-C,Die Nichtbesteigung des Mount Everest,Gagstory,Paperino e il losco inghippo della mappa,Italien,31
1020,I TL878-B,Der Goldzylinder,Schatzsuche,Zio Paperone e la via dell'oro,Italien,29
1021,I TL 873-AP,Der Schatz König Drachoberts des Großen,Mittelalter,Paperino e il tesoro di Papero Magno,Italien,56
1022,I TL879-A,Der vertrackte Vertrag,Gagstory,Paperino e la norma delle regole,Italien,37
1023,I TL873-C,Unterwasserjagd,Science-Fiction,Paperino e l'avventura sottomarina,Italien,32
1024,I TL878-A,Der Held aus der Maschine,"Science-Fiction,Gagstory",Paperino e la macchina dell'eroismo,Italien,30
1025,I CD4-A,Vorgeschichte,Rahmengeschichte,Prologo a Topolino il Grande,Italien,35
1026,I TL743-B,Der Kasel-Dieb,Kriminalgeschichte,Topolino e il colpo a Madera,Italien,29
1027,I TL 894-AP,Das Meeresungeheuer,Kriminalgeschichte,Topolino e l'avventura del pesce-robot,Italien,59
1028,I TL603-B,In geheimer Mission,Kriminalgeschichte,Topolino e la valigia diplomatica,Italien,32
1029,I TL612-A,Bankraub mit Kälteschock,Kriminalgeschichte,Topolino e le rapine al gelo,Italien,32
1030,I TL619-B,Auf Piratenjagd,Kriminalgeschichte,Topolino e la caccia al pirata,Italien,32
1031,I TL902-A,Zirkus Kleptomani,Kriminalgeschichte,Topolino e il circo,Italien,31
1032,I CD4-A,Vorgeschichte,Rahmengeschichte,Prologo a Topolino il Grande,Italien,35
1033,I TL743-B,Die Kasel,Kriminalgeschichte,Topolino e il colpo a Madera,Italien,29
1034,I TL 894-AP,Das Meeres-Ungeheuer,Kriminalgeschichte,Topolino e l'avventura del pesce-robot,Italien,59
1035,I TL603-B,In diplomatischer Mission,Kriminalgeschichte,Topolino e la valigia diplomatica,Italien,32
1036,I TL612-A,Auf eiskalter Verbrecherjagd,Kriminalgeschichte,Topolino e le rapine al gelo,Italien,32
1037,I TL619-B,Auf Piratenjagd,Kriminalgeschichte,Topolino e la caccia al pirata,Italien,32
1038,I TL902-A,Zirkus Kleptomani,Kriminalgeschichte,Topolino e il circo,Italien,31
1039,I CD4-A,Vorgeschichte,Rahmengeschichte,Prologo a Topolino il Grande,Italien,35
1040,I TL743-B,Die Kasel,Kriminalgeschichte,Topolino e il colpo a Madera,Italien,29
1041,I TL 894-AP,Das Meeres-Ungeheuer,Kriminalgeschichte,Topolino e l'avventura del pesce-robot,Italien,59
1042,I TL603-B,In diplomatischer Mission,Kriminalgeschichte,Topolino e la valigia diplomatica,Italien,32
1043,I TL612-A,Auf eiskalter Verbrecherjagd,Kriminalgeschichte,Topolino e le rapine al gelo,Italien,32
1044,I TL619-B,Auf Piratenjagd,Kriminalgeschichte,Topolino e la caccia al pirata,Italien,32
1045,I TL902-A,Zirkus Kleptomani,Kriminalgeschichte,Topolino e il circo,Italien,31
1046,I CWD6-A,Vorgeschichte,Rahmengeschichte,Prologo a Il miliardo,Italien,21
1047,I TL 167-BP,Die Million in Dosen,Gagstory,Paperino e il giubileo del fantastilione,Italien,58
1048,W US17-02,Die Bombastium-Expedition,Gagstory,Uncle Scrooge A Cold Bargain,U.S.-Comichefte,36
1049,W US5-02,Heiße Rhythmen für Atlantis,"Gagstory,Schatzsuche,Fantasy",Uncle Scrooge The Secret of Atlantis,U.S.-Comichefte,42
1050,W US20-01,Bongo-Fieber in Kumbalesien,Abenteuer,Uncle Scrooge City of Golden Roofs,U.S.-Comichefte,35
1051,I TL 178-AP,Das See-Ungeheuer,Wirtschaftskampf,Paperino e il re serpente,Italien,59
1052,I CWD6-A,Vorgeschichte,Rahmengeschichte,Prologo a Il miliardo,Italien,21
1053,I TL 167-BP,Das Phantastillionenjubiläum,Gagstory,Paperino e il giubileo del fantastilione,Italien,58
1054,W US17-02,Onkel Dagobert und das Bombastium,Gagstory,Uncle Scrooge A Cold Bargain,U.S.-Comichefte,36
1055,W US5-02,Onkel Dagobert auf Tauchwegen,"Gagstory,Schatzsuche,Fantasy",Uncle Scrooge The Secret of Atlantis,U.S.-Comichefte,42
